IndvID	Population	Probability	AFR,AJ,AMR,DOMI,EAS,EUR,SAS	EigenValues
RU1056	AMR	0.68242081713177005	0.01,0.0,0.68,0.3,0.01,0.0,0.0	-0.0023,0.0084,0.0087,0.0083,-0.0065,0.0011,0.0038,0.0352,-0.0130,0.0197
RU1062	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0108,0.0188,0.0087,-0.0083,0.0171,0.0124,0.0109,0.0100,0.0049,0.0047
RU1063	AMR	0.94545178003496622	0.0,0.0,0.95,0.05,0.0,0.0,0.0	-0.0020,0.0072,0.0125,0.0076,-0.0005,0.0027,-0.0249,0.0043,-0.0040,-0.0135
RU1069	AFR	0.99567251461988293	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0291,-0.0016,0.0022,-0.0026,0.0008,0.0012,0.0082,-0.0007,-0.0073,-0.0203
RU1072	AMR	0.90008556285762154	0.0,0.0,0.9,0.09,0.01,0.01,0.0	-0.0055,0.0082,0.0111,0.0078,-0.0033,-0.0075,-0.0202,0.0100,-0.0043,-0.0057
RU1075	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0337,-0.0030,-0.0004,0.0001,0.0051,0.0144,0.0095,0.0128,-0.0077,0.0166
RU1079	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0319,-0.0029,0.0012,-0.0000,-0.0039,-0.0029,-0.0011,0.0065,0.0014,0.0127
RU1080	AFR	0.68102420741642467	0.68,0.0,0.05,0.16,0.0,0.11,0.0	0.0179,0.0025,0.0041,-0.0060,0.0158,0.0083,-0.0153,-0.0190,0.0094,0.0061
RU1082	AMR	0.80839348831795865	0.01,0.0,0.81,0.15,0.0,0.0,0.04	-0.0081,0.0044,0.0153,0.0222,-0.0023,0.0099,0.0482,0.0262,0.0067,-0.0045
RU1084	AJ	0.61700849345586184	0.01,0.62,0.02,0.01,0.02,0.31,0.0	-0.0095,0.0151,0.0057,-0.0103,-0.0218,-0.0046,0.0016,-0.0210,-0.0125,0.0078
RU1086	EUR	0.94650157685451819	0.01,0.0,0.03,0.02,0.0,0.95,0.0	-0.0091,0.0181,0.0076,-0.0099,0.0252,-0.0095,-0.0042,0.0185,-0.0114,-0.0093
RU1089	EUR	0.99916666666666676	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0184,0.0095,-0.0102,0.0234,0.0020,-0.0160,0.0291,0.0005,-0.0166
RU1093	EUR	0.99720634920634921	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0101,0.0173,0.0081,-0.0106,0.0278,0.0078,0.0131,0.0058,0.0138,-0.0309
RU1094	AFR	0.96376067821067823	0.96,0.0,0.0,0.03,0.0,0.0,0.0	0.0255,0.0013,0.0021,-0.0011,-0.0004,-0.0005,0.0017,-0.0044,-0.0049,-0.0089
RU1101	EUR	0.98533333333333351	0.0,0.01,0.01,0.0,0.0,0.99,0.0	-0.0108,0.0155,0.0074,-0.0096,0.0137,-0.0093,0.0004,0.0246,0.0012,-0.0561
RU1102	AMR	0.78118165440161991	0.01,0.0,0.78,0.19,0.01,0.01,0.01	-0.0092,0.0077,0.0111,0.0116,0.0080,-0.0158,-0.0422,0.0120,0.0066,0.0291
RU1104	DOMI	0.74933367485341151	0.05,0.0,0.2,0.75,0.0,0.0,0.0	0.0127,0.0033,0.0090,0.0028,-0.0018,-0.0067,-0.0352,0.0013,-0.0121,-0.0060
RU1105	EUR	0.996	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0099,0.0183,0.0066,-0.0092,0.0265,-0.0133,-0.0255,0.0220,-0.0047,0.0066
RU1107	EUR	0.83911413048022954	0.0,0.05,0.08,0.03,0.0,0.84,0.0	-0.0094,0.0165,0.0092,-0.0084,0.0070,0.0009,-0.0062,-0.0135,0.0094,-0.0369
RU1109	EUR	0.96764005602240899	0.0,0.03,0.0,0.0,0.0,0.97,0.0	-0.0096,0.0176,0.0038,-0.0100,-0.0029,0.0158,-0.0100,0.0011,0.0041,0.0073
RU1118	EUR	0.86683563903555427	0.04,0.09,0.0,0.0,0.0,0.87,0.0	-0.0094,0.0162,-0.0003,-0.0088,-0.0102,0.0032,0.0031,0.0014,0.0006,-0.0253
RU1120	EUR	0.97168498168498174	0.0,0.0,0.0,0.02,0.0,0.97,0.0	-0.0097,0.0176,0.0046,-0.0077,0.0163,-0.0048,-0.0038,-0.0108,0.0072,0.0139
RU1127	EUR	0.93517583341012878	0.0,0.02,0.0,0.01,0.03,0.94,0.0	-0.0107,0.0196,0.0047,-0.0139,0.0230,0.0043,0.0004,0.0181,0.0023,0.0159
RU1128	EUR	0.98999999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0104,0.0194,0.0076,-0.0104,0.0173,0.0104,-0.0142,0.0145,0.0012,-0.0182
RU1130	EUR	0.79432491342506817	0.03,0.12,0.01,0.05,0.0,0.79,0.0	-0.0094,0.0154,0.0032,-0.0108,-0.0165,-0.0038,0.0021,-0.0029,0.0070,-0.0143
RU1131	EUR	0.99900000000000011	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0105,0.0172,0.0067,-0.0075,0.0129,-0.0005,-0.0181,-0.0079,-0.0044,-0.0030
RU1136	EUR	0.99538461538461542	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0099,0.0184,0.0036,-0.0073,0.0235,-0.0020,-0.0075,-0.0119,-0.0095,-0.0074
RU1140	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0298,-0.0008,-0.0020,-0.0001,0.0021,0.0051,0.0025,0.0099,-0.0056,0.0136
RU1143	EUR	0.9685958968567665	0.0,0.01,0.0,0.02,0.0,0.97,0.0	-0.0097,0.0172,0.0045,-0.0071,-0.0107,0.0108,0.0154,0.0216,0.0071,-0.0255
RU1145	DOMI	0.59105980335454011	0.3,0.0,0.05,0.59,0.0,0.06,0.0	0.0084,0.0083,0.0043,-0.0019,0.0128,-0.0044,-0.0059,0.0062,-0.0018,0.0289
RU1150	EUR	0.99357142857142866	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0109,0.0156,0.0091,-0.0061,0.0202,-0.0055,0.0084,-0.0302,0.0040,-0.0071
RU1153	EUR	0.99916666666666676	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0101,0.0159,0.0078,-0.0073,0.0228,-0.0113,-0.0072,-0.0280,0.0051,-0.0178
RU1160	EUR	0.44375147308831508	0.02,0.02,0.39,0.12,0.0,0.44,0.0	-0.0069,0.0132,0.0093,-0.0029,0.0182,0.0018,0.0090,0.0092,-0.0075,-0.0289
RU1164	EUR	0.79370455351048308	0.01,0.19,0.0,0.0,0.0,0.79,0.0	-0.0101,0.0173,0.0011,-0.0095,-0.0163,0.0069,0.0077,0.0295,0.0156,-0.0414
RU1165	EUR	0.97032750995134909	0.0,0.0,0.03,0.0,0.0,0.97,0.0	-0.0108,0.0161,0.0097,-0.0093,0.0092,0.0025,0.0097,0.0087,0.0026,-0.0123
RU1167	EUR	0.53389481800934879	0.05,0.04,0.11,0.25,0.0,0.53,0.01	-0.0037,0.0144,0.0044,-0.0062,0.0148,0.0218,0.0137,0.0164,-0.0135,0.0062
RU1180	EUR	0.765054309738882	0.05,0.07,0.05,0.06,0.0,0.77,0.0	-0.0082,0.0156,-0.0004,-0.0100,-0.0109,-0.0059,-0.0017,-0.0285,0.0116,-0.0143
RU1186	EUR	0.97363759606406663	0.01,0.01,0.0,0.01,0.0,0.97,0.0	-0.0096,0.0172,0.0046,-0.0105,-0.0073,-0.0059,0.0033,-0.0125,0.0025,-0.0185
RU1187	EUR	0.99916666666666676	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0101,0.0166,0.0058,-0.0061,0.0247,-0.0004,0.0098,-0.0299,0.0051,-0.0063
RU1189	AFR	0.91331896403689339	0.91,0.0,0.01,0.08,0.0,0.0,0.0	0.0221,0.0022,0.0014,-0.0044,0.0058,0.0178,0.0029,0.0037,0.0063,0.0308
RU1190	EUR	0.94835962566844922	0.01,0.04,0.0,0.0,0.0,0.95,0.0	-0.0102,0.0175,0.0058,-0.0103,0.0027,-0.0134,0.0020,-0.0368,-0.0085,-0.0068
RU1193	EUR	0.99888888888888883	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0110,0.0158,0.0048,-0.0095,0.0114,0.0151,0.0308,0.0169,-0.0115,-0.0270
RU1199	EUR	0.98694126656510572	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0108,0.0162,0.0097,-0.0113,0.0216,-0.0016,-0.0059,0.0269,-0.0007,-0.0083
RU1211	EUR	0.93360495828518264	0.0,0.02,0.01,0.04,0.0,0.93,0.0	-0.0087,0.0168,0.0068,-0.0106,0.0048,0.0114,0.0226,0.0101,0.0091,0.0164
RU1212	DOMI	0.94243868092691629	0.01,0.0,0.04,0.94,0.0,0.01,0.0	0.0063,0.0072,0.0054,0.0005,-0.0013,0.0147,-0.0011,0.0184,0.0083,0.0111
RU1215	EUR	0.71644524919524943	0.01,0.01,0.18,0.08,0.0,0.72,0.0	-0.0079,0.0175,0.0055,-0.0034,0.0204,0.0048,0.0238,0.0089,0.0058,0.0047
RU1217	DOMI	0.35034395685644654	0.33,0.01,0.05,0.35,0.0,0.26,0.0	0.0065,0.0099,0.0057,-0.0056,0.0150,-0.0058,-0.0217,0.0223,-0.0097,0.0022
RU1219	EUR	0.95095238095238088	0.02,0.0,0.01,0.02,0.0,0.95,0.0	-0.0096,0.0167,0.0044,-0.0059,0.0189,0.0123,0.0062,0.0300,-0.0062,-0.0056
RU1223	EUR	0.90409157921541816	0.0,0.0,0.08,0.01,0.0,0.9,0.0	-0.0095,0.0178,0.0102,-0.0095,0.0032,0.0147,-0.0047,0.0265,0.0136,-0.0037
RU1224	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0108,0.0176,0.0090,-0.0075,0.0238,-0.0085,-0.0085,0.0027,0.0024,0.0148
RU1226	AFR	0.98989473684210527	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0258,-0.0002,0.0026,-0.0027,-0.0001,0.0001,-0.0060,0.0157,0.0045,0.0107
RU1228	DOMI	0.74603258324666499	0.04,0.0,0.2,0.75,0.01,0.0,0.0	0.0131,0.0038,0.0067,0.0066,-0.0065,-0.0025,-0.0121,0.0217,-0.0079,0.0198
RU1230	EUR	0.97349111801511201	0.0,0.01,0.0,0.01,0.0,0.97,0.0	-0.0091,0.0180,0.0054,-0.0096,0.0259,0.0031,0.0020,0.0115,-0.0118,0.0263
RU1233	EUR	0.96342923280423287	0.0,0.0,0.01,0.01,0.02,0.96,0.0	-0.0099,0.0163,0.0070,-0.0122,0.0209,0.0116,0.0403,0.0093,0.0010,-0.0319
RU1235	AFR	0.89445467536330681	0.89,0.0,0.01,0.09,0.0,0.0,0.0	0.0188,0.0017,-0.0021,-0.0024,0.0135,-0.0005,-0.0069,-0.0264,-0.0014,-0.0123
RU1236	EUR	0.98276610644257711	0.0,0.0,0.02,0.0,0.0,0.98,0.0	-0.0106,0.0157,0.0094,-0.0077,0.0260,-0.0155,-0.0164,-0.0014,0.0080,-0.0125
RU1243	EUR	0.92750625992365132	0.0,0.0,0.05,0.02,0.0,0.93,0.0	-0.0102,0.0167,0.0065,-0.0037,0.0181,0.0044,-0.0041,-0.0163,0.0192,-0.0207
RU1244	EUR	0.93745879120879128	0.01,0.02,0.01,0.02,0.0,0.94,0.0	-0.0093,0.0167,0.0051,-0.0073,0.0227,0.0121,0.0306,-0.0009,-0.0169,-0.0016
RU1248	EUR	0.8775696377696377	0.01,0.02,0.05,0.05,0.0,0.88,0.0	-0.0095,0.0157,0.0075,-0.0056,0.0163,-0.0106,-0.0208,-0.0047,0.0123,-0.0048
RU1256	AFR	0.99400000000000011	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0308,-0.0015,0.0034,0.0019,0.0027,-0.0003,-0.0223,-0.0146,0.0148,-0.0069
RU1259	EUR	0.94570018174045634	0.0,0.03,0.0,0.01,0.02,0.95,0.0	-0.0097,0.0173,0.0053,-0.0117,-0.0090,-0.0007,-0.0237,-0.0031,-0.0196,0.0148
RU1261	EUR	0.92810128689156812	0.01,0.02,0.01,0.03,0.0,0.93,0.0	-0.0088,0.0176,0.0049,-0.0097,0.0012,0.0048,-0.0043,-0.0122,0.0120,0.0022
RU1264	EUR	0.9812121212121212	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0111,0.0174,0.0052,-0.0087,0.0128,0.0124,0.0217,0.0491,-0.0126,-0.0034
RU1267	EUR	0.41571724266072096	0.08,0.03,0.2,0.27,0.0,0.42,0.0	-0.0078,0.0140,0.0039,-0.0051,0.0006,0.0148,0.0334,-0.0053,0.0027,0.0097
RU1272	AMR	0.43497395248744042	0.0,0.01,0.43,0.27,0.0,0.28,0.0	-0.0077,0.0140,0.0059,-0.0036,0.0093,-0.0014,-0.0074,0.0119,-0.0042,0.0154
RU1275	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0171,0.0061,-0.0060,0.0195,0.0012,-0.0085,0.0003,-0.0016,-0.0131
RU1279	EUR	0.96508513708513699	0.0,0.02,0.01,0.0,0.0,0.97,0.0	-0.0105,0.0191,0.0062,-0.0121,0.0203,0.0084,-0.0002,0.0448,0.0377,-0.0602
RU1282	EUR	0.96835164835164844	0.01,0.0,0.01,0.01,0.0,0.97,0.0	-0.0095,0.0183,0.0070,-0.0074,0.0169,-0.0118,-0.0174,0.0058,0.0026,-0.0341
RU1284	EUR	0.99442592592592594	0.0,0.0,0.0,0.0,0.0,0.99,0.0	-0.0100,0.0166,0.0026,-0.0057,0.0131,0.0042,0.0002,-0.0177,0.0059,0.0029
RU1286	EUR	0.99714285714285722	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0103,0.0180,0.0063,-0.0052,0.0159,0.0046,-0.0185,0.0102,-0.0000,0.0221
RU1287	EUR	0.95805707450444288	0.0,0.0,0.03,0.01,0.0,0.96,0.0	-0.0101,0.0188,0.0099,-0.0087,0.0189,-0.0140,-0.0402,0.0185,0.0161,-0.0524
RU1290	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0171,0.0055,-0.0088,0.0280,0.0104,0.0319,0.0010,-0.0010,-0.0263
RU1292	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0103,0.0179,0.0038,-0.0062,0.0319,0.0021,0.0087,-0.0313,-0.0056,0.0177
RU1293	EUR	0.61456425748164878	0.0,0.02,0.25,0.11,0.0,0.61,0.0	-0.0105,0.0165,0.0082,-0.0018,-0.0133,-0.0011,-0.0020,-0.0347,-0.0095,-0.0142
RU1295	DOMI	0.90227617152369466	0.01,0.01,0.07,0.9,0.0,0.02,0.0	0.0067,0.0063,0.0079,-0.0010,-0.0071,0.0124,0.0301,0.0122,0.0088,-0.0288
RU1297	EUR	0.98942857142857155	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0099,0.0166,0.0063,-0.0070,0.0299,-0.0009,-0.0065,0.0145,0.0142,0.0250
RU1302	EUR	0.79460404040404042	0.02,0.0,0.11,0.07,0.0,0.79,0.0	-0.0110,0.0183,0.0068,-0.0043,0.0113,-0.0048,-0.0238,0.0353,-0.0079,-0.0047
RU1303	EUR	0.99597069597069587	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0104,0.0167,0.0079,-0.0108,0.0203,0.0080,-0.0245,-0.0070,0.0047,0.0051
RU1316	EUR	0.99142857142857144	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0096,0.0178,0.0058,-0.0085,0.0159,-0.0136,-0.0114,0.0014,-0.0178,0.0338
RU1320	EUR	0.89939893852277752	0.0,0.0,0.07,0.03,0.0,0.9,0.0	-0.0105,0.0186,0.0114,-0.0096,0.0083,-0.0066,-0.0013,-0.0051,0.0136,-0.0440
RU1322	EUR	0.6089161828424986	0.05,0.05,0.1,0.19,0.01,0.61,0.0	-0.0026,0.0126,0.0056,-0.0116,0.0189,0.0013,-0.0062,-0.0036,0.0121,0.0061
RU1325	AFR	0.97727272727272718	0.98,0.0,0.0,0.02,0.0,0.0,0.0	0.0242,0.0011,-0.0006,-0.0012,-0.0031,0.0063,-0.0100,-0.0026,-0.0137,-0.0070
RU1326	AMR	0.87851162464985999	0.04,0.0,0.88,0.07,0.0,0.0,0.01	-0.0077,-0.0007,0.0236,0.0357,-0.0030,0.0058,0.0169,-0.0243,-0.0196,0.0174
RU1331	EUR	0.90437229437229449	0.01,0.0,0.07,0.01,0.0,0.9,0.0	-0.0110,0.0172,0.0059,-0.0019,0.0295,-0.0126,-0.0050,0.0226,0.0017,0.0303
RU1332	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0111,0.0175,0.0037,-0.0081,0.0341,-0.0076,-0.0108,0.0131,-0.0013,0.0156
RU1335	AMR	0.56068014317933546	0.0,0.0,0.56,0.43,0.0,0.01,0.0	-0.0039,0.0095,0.0097,-0.0010,-0.0031,-0.0073,0.0058,0.0045,0.0125,-0.0580
RU1341	EUR	0.99199999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0109,0.0164,0.0049,-0.0087,0.0201,-0.0049,-0.0082,-0.0301,-0.0132,-0.0007
RU1344	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0103,0.0187,0.0059,-0.0070,0.0266,-0.0046,-0.0080,-0.0140,0.0098,-0.0066
RU1351	EUR	0.995	0.0,0.0,0.0,0.01,0.0,0.99,0.0	-0.0105,0.0170,0.0046,-0.0089,0.0287,0.0067,0.0057,-0.0091,-0.0144,0.0164
RU1357	EUR	0.99457563025210083	0.0,0.0,0.0,0.01,0.0,0.99,0.0	-0.0097,0.0182,0.0060,-0.0096,0.0087,0.0080,-0.0051,0.0010,0.0173,-0.0165
RU1365	EUR	0.96763283208020046	0.0,0.0,0.03,0.0,0.0,0.97,0.0	-0.0099,0.0193,0.0096,-0.0081,0.0247,-0.0144,0.0042,-0.0271,0.0165,-0.0225
RU1368	AFR	0.42949031273591892	0.43,0.03,0.01,0.42,0.03,0.08,0.0	0.0149,0.0054,0.0004,-0.0048,-0.0103,0.0125,0.0144,0.0134,0.0029,0.0046
RU1371	EUR	0.98476190476190484	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0105,0.0182,0.0039,-0.0105,0.0294,0.0041,0.0120,-0.0024,0.0056,0.0099
RU1372	EUR	0.98936075036075022	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0106,0.0168,0.0045,-0.0073,0.0298,-0.0111,-0.0347,0.0025,-0.0085,0.0282
RU1384	AFR	0.98100584795321633	0.98,0.0,0.0,0.02,0.0,0.0,0.0	0.0275,-0.0015,0.0023,0.0022,0.0061,-0.0032,-0.0070,0.0048,-0.0096,-0.0022
RU1390	DOMI	0.78938783855774686	0.03,0.0,0.18,0.79,0.0,0.0,0.0	0.0097,0.0059,0.0101,0.0035,0.0043,0.0078,0.0099,0.0074,0.0002,-0.0165
RU1395	EUR	0.98219447437094498	0.0,0.0,0.0,0.01,0.0,0.98,0.0	-0.0096,0.0166,0.0071,-0.0075,0.0135,-0.0045,-0.0106,-0.0109,-0.0086,0.0065
RU1398	EUR	0.95938378733135776	0.0,0.04,0.0,0.0,0.0,0.96,0.0	-0.0101,0.0171,0.0034,-0.0102,0.0199,0.0080,-0.0134,-0.0050,-0.0161,0.0018
RU1400	EUR	0.97508941471325372	0.0,0.0,0.02,0.0,0.0,0.98,0.0	-0.0108,0.0161,0.0101,-0.0075,0.0352,0.0023,0.0294,0.0118,-0.0060,-0.0042
RU1404	EUR	0.98107563025210087	0.0,0.0,0.0,0.02,0.0,0.98,0.0	-0.0101,0.0184,0.0092,-0.0078,0.0107,-0.0049,0.0050,-0.0444,0.0179,-0.0013
RU1408	EUR	0.99199999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0105,0.0159,0.0084,-0.0098,0.0255,-0.0011,0.0163,0.0040,-0.0114,-0.0083
RU1411	EUR	0.90871549839866406	0.0,0.02,0.03,0.04,0.0,0.91,0.0	-0.0086,0.0171,0.0063,-0.0076,0.0229,0.0098,0.0147,0.0185,-0.0119,0.0337
RU1415	AJ	0.93603318250377077	0.0,0.94,0.0,0.0,0.0,0.06,0.0	-0.0095,0.0177,0.0014,-0.0135,-0.0464,0.0053,0.0166,-0.0110,-0.0077,-0.0066
RU1423	SAS	0.87476661350345564	0.0,0.0,0.05,0.05,0.0,0.02,0.87	-0.0092,0.0064,-0.0187,0.0075,0.0018,-0.0185,-0.0154,-0.0400,0.0017,-0.0147
RU1425	EUR	0.96999999999999997	0.0,0.01,0.0,0.0,0.02,0.97,0.0	-0.0110,0.0162,0.0070,-0.0111,0.0118,-0.0036,0.0068,-0.0015,-0.0102,-0.0173
RU1430	EUR	0.96440476190476199	0.0,0.02,0.0,0.01,0.01,0.96,0.0	-0.0100,0.0181,0.0042,-0.0098,0.0081,0.0146,0.0055,0.0048,-0.0151,0.0220
RU1432	EUR	0.99714285714285722	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0181,0.0072,-0.0049,0.0196,0.0071,0.0133,0.0221,0.0010,0.0223
RU1436	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0259,-0.0025,-0.0007,-0.0032,0.0010,0.0101,0.0065,0.0101,0.0077,0.0128
RU1439	EUR	0.99227982590885799	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0102,0.0181,0.0045,-0.0106,0.0049,0.0033,-0.0109,0.0015,0.0048,0.0035
RU1451	EUR	0.98588235294117654	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0106,0.0180,0.0072,-0.0100,0.0294,-0.0053,-0.0101,-0.0191,0.0037,-0.0220
RU1457	EUR	0.99942857142857155	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0101,0.0181,0.0064,-0.0097,0.0154,0.0074,0.0015,-0.0151,0.0127,0.0027
RU1459	DOMI	0.41426664466138147	0.29,0.0,0.04,0.41,0.01,0.24,0.0	0.0051,0.0096,0.0031,-0.0017,0.0207,-0.0020,-0.0092,0.0049,0.0068,0.0007
RU1461	EUR	0.99428571428571433	0.0,0.0,0.0,0.01,0.0,0.99,0.0	-0.0103,0.0163,0.0062,-0.0056,0.0249,0.0001,0.0229,0.0035,-0.0107,0.0476
RU1462	AFR	0.7920133046425244	0.79,0.0,0.05,0.13,0.0,0.03,0.0	0.0178,0.0038,0.0007,-0.0024,-0.0009,0.0061,-0.0143,-0.0156,-0.0018,0.0245
RU1470	EUR	0.97665804216423424	0.0,0.01,0.01,0.0,0.0,0.98,0.0	-0.0107,0.0182,0.0100,-0.0102,0.0299,0.0041,0.0335,-0.0169,-0.0022,-0.0066
RU1472	EUR	0.99714285714285722	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0173,0.0060,-0.0096,0.0165,-0.0003,-0.0132,0.0110,-0.0144,0.0220
RU1478	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0111,0.0181,0.0037,-0.0072,0.0135,0.0131,0.0112,0.0100,0.0026,-0.0220
RU1482	EUR	0.97999999999999998	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0111,0.0175,0.0055,-0.0096,0.0173,-0.0021,0.0133,0.0342,-0.0038,-0.0113
RU1487	EUR	0.99222222222222234	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0109,0.0184,0.0046,-0.0095,0.0154,0.0174,0.0116,0.0270,0.0001,-0.0038
RU1489	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0108,0.0171,0.0062,-0.0054,0.0217,-0.0052,-0.0235,0.0273,-0.0034,-0.0230
RU1491	EUR	0.99925925925925929	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0108,0.0166,0.0049,-0.0095,0.0227,-0.0036,-0.0226,-0.0079,-0.0037,0.0073
RU1492	EUR	0.99900000000000011	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0170,0.0063,-0.0092,0.0124,0.0007,-0.0069,-0.0051,0.0037,-0.0053
RU1495	EUR	0.91159136953443054	0.02,0.02,0.03,0.03,0.0,0.91,0.0	-0.0096,0.0164,0.0061,-0.0058,0.0118,-0.0085,-0.0302,0.0211,0.0144,0.0245
RU1502	EUR	0.95949792897161312	0.0,0.0,0.0,0.01,0.02,0.96,0.0	-0.0111,0.0172,0.0068,-0.0137,0.0352,0.0078,0.0224,-0.0012,-0.0094,0.0173
RU1504	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0104,0.0187,0.0080,-0.0098,0.0188,0.0001,-0.0097,0.0317,0.0091,-0.0519
RU1505	EUR	0.99916666666666676	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0101,0.0170,0.0073,-0.0064,0.0235,0.0124,0.0035,0.0111,-0.0089,-0.0203
RU1506	EUR	0.97812500000000002	0.0,0.0,0.0,0.0,0.02,0.98,0.0	-0.0107,0.0180,0.0086,-0.0099,0.0115,0.0065,0.0371,0.0228,0.0036,-0.0517
RU1507	EUR	0.98517857142857135	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0096,0.0175,0.0039,-0.0083,-0.0020,0.0089,0.0072,0.0358,-0.0046,-0.0233
RU1508	EUR	0.98807433742727857	0.0,0.0,0.0,0.01,0.0,0.99,0.0	-0.0096,0.0177,0.0065,-0.0082,0.0116,-0.0058,0.0037,-0.0226,0.0213,-0.0329
RU1515	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0172,0.0062,-0.0075,0.0251,0.0006,0.0193,-0.0029,-0.0029,0.0096
RU1528	EUR	0.99942857142857155	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0177,0.0072,-0.0084,0.0309,-0.0048,-0.0008,0.0112,0.0179,-0.0075
RU1533	EUR	0.99942857142857155	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0104,0.0175,0.0057,-0.0083,0.0176,0.0127,0.0210,0.0164,0.0188,-0.0156
RU1536	EUR	0.95288690476190485	0.0,0.0,0.0,0.02,0.02,0.95,0.0	-0.0097,0.0173,0.0055,-0.0070,0.0205,0.0164,0.0371,0.0132,0.0071,0.0018
RU1538	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0175,0.0089,-0.0082,0.0164,0.0127,0.0120,0.0148,-0.0060,-0.0231
RU1542	EUR	0.99904761904761896	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0111,0.0169,0.0082,-0.0063,0.0267,-0.0053,-0.0235,0.0103,0.0106,0.0027
RU1546	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0111,0.0168,0.0076,-0.0079,0.0246,-0.0131,0.0009,0.0159,-0.0049,-0.0114
RU1552	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0177,0.0084,-0.0059,0.0169,0.0044,-0.0101,-0.0146,0.0050,0.0028
RU1554	EUR	0.98999999999999999	0.0,0.0,0.0,0.01,0.0,0.99,0.0	-0.0107,0.0185,0.0081,-0.0076,0.0162,0.0093,0.0094,0.0109,-0.0043,-0.0116
RU1559	EUR	0.96896638655462164	0.0,0.01,0.0,0.0,0.02,0.97,0.0	-0.0114,0.0174,0.0085,-0.0071,0.0203,-0.0135,-0.0229,0.0081,-0.0056,0.0325
