IndvID	Population	Probability	AFR,AJ,AMR,DOMI,EAS,EUR,SAS	EigenValues
RU1567	EUR	0.94318181818181812	0.02,0.0,0.02,0.02,0.0,0.94,0.0	-0.0101,0.0190,0.0048,-0.0042,0.0257,-0.0036,-0.0003,-0.0020,0.0086,-0.0396
RU1569	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0179,0.0060,-0.0094,0.0214,0.0065,0.0067,0.0108,0.0012,-0.0523
RU1572	EUR	0.97999999999999998	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0104,0.0150,0.0054,-0.0081,0.0250,0.0029,-0.0172,-0.0032,-0.0067,0.0141
RU1575	EUR	0.98916666666666675	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0099,0.0165,0.0069,-0.0104,0.0247,0.0085,0.0301,-0.0148,-0.0115,-0.0119
RU1578	EUR	0.96560528772912679	0.01,0.0,0.02,0.01,0.0,0.97,0.0	-0.0105,0.0168,0.0109,-0.0098,0.0236,0.0056,-0.0096,-0.0064,0.0090,0.0048
RU1589	EUR	0.96508513708513699	0.0,0.02,0.01,0.0,0.0,0.97,0.0	-0.0105,0.0191,0.0062,-0.0122,0.0203,0.0083,-0.0001,0.0446,0.0378,-0.0602
RU1591	EUR	0.98424761904761904	0.0,0.01,0.0,0.0,0.0,0.98,0.0	-0.0104,0.0166,0.0070,-0.0079,0.0179,-0.0159,-0.0163,-0.0247,-0.0063,-0.0058
RU1602	EUR	0.96250000000000013	0.0,0.0,0.02,0.02,0.0,0.96,0.0	-0.0104,0.0147,0.0059,-0.0080,0.0200,-0.0025,-0.0014,0.0300,-0.0021,-0.0227
RU1603	EUR	0.97957752276537857	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0106,0.0157,0.0045,-0.0115,0.0297,-0.0050,-0.0115,-0.0302,-0.0011,-0.0001
RU1607	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0298,0.0009,0.0016,-0.0019,0.0050,-0.0120,0.0038,-0.0020,-0.0117,-0.0081
RU1609	EUR	0.94752176139272914	0.01,0.04,0.0,0.01,0.0,0.95,0.0	-0.0094,0.0168,0.0023,-0.0083,-0.0098,0.0003,0.0036,0.0084,0.0133,-0.0228
RU1610	AFR	0.995	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0268,-0.0006,0.0010,-0.0021,0.0037,0.0130,-0.0024,0.0035,0.0035,-0.0020
RU1619	EUR	0.98964387464387471	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0099,0.0183,0.0032,-0.0075,0.0153,0.0042,-0.0136,-0.0044,-0.0053,0.0372
RU1624	EUR	0.97526785714285724	0.0,0.0,0.0,0.0,0.02,0.98,0.0	-0.0105,0.0159,0.0046,-0.0089,0.0247,0.0007,0.0409,-0.0112,-0.0125,0.0226
RU1625	EUR	0.95382972136222921	0.0,0.05,0.0,0.0,0.0,0.95,0.0	-0.0103,0.0185,0.0073,-0.0125,0.0133,-0.0140,0.0016,-0.0363,0.0063,-0.0147
RU1628	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0282,-0.0018,0.0002,0.0008,0.0046,-0.0016,0.0014,-0.0134,0.0113,-0.0079
RU1631	EUR	0.82949419414434888	0.0,0.12,0.0,0.02,0.03,0.83,0.0	-0.0102,0.0175,0.0068,-0.0147,0.0102,0.0092,0.0172,-0.0059,0.0156,-0.0132
RU1632	EUR	0.97523310023310017	0.0,0.0,0.0,0.02,0.0,0.98,0.0	-0.0108,0.0181,0.0083,-0.0131,0.0313,-0.0136,-0.0271,-0.0011,0.0079,-0.0024
RU1636	AJ	0.90957575757575748	0.0,0.91,0.0,0.0,0.0,0.09,0.0	-0.0093,0.0164,0.0048,-0.0099,-0.0419,0.0075,0.0216,0.0102,-0.0076,0.0098
RU1640	EUR	0.9704582289055973	0.01,0.0,0.01,0.01,0.0,0.97,0.0	-0.0104,0.0178,0.0110,-0.0066,0.0155,-0.0063,-0.0048,0.0358,0.0061,-0.0124
RU1643	EUR	0.85756531967058292	0.0,0.1,0.0,0.01,0.03,0.86,0.0	-0.0104,0.0168,0.0081,-0.0148,0.0236,0.0039,0.0155,0.0088,-0.0077,0.0012
RU1645	EUR	0.9907756892230577	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0109,0.0180,0.0096,-0.0097,0.0307,0.0010,-0.0068,0.0237,0.0110,0.0079
RU1651	AFR	0.92433549783549762	0.92,0.0,0.0,0.08,0.0,0.0,0.0	0.0258,0.0005,0.0032,-0.0038,-0.0041,-0.0038,0.0117,0.0041,0.0098,-0.0054
RU1653	DOMI	0.89858236173347039	0.02,0.0,0.05,0.9,0.0,0.03,0.0	0.0050,0.0070,0.0042,0.0013,0.0053,-0.0082,-0.0098,-0.0216,-0.0007,0.0050
RU1658	DOMI	0.94125442174178942	0.0,0.0,0.05,0.94,0.0,0.0,0.0	0.0002,0.0088,0.0068,-0.0002,0.0020,0.0059,0.0191,0.0007,0.0005,0.0015
RU1662	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0172,0.0055,-0.0072,0.0254,0.0155,0.0069,-0.0039,-0.0004,0.0315
RU1667	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0292,-0.0005,0.0018,-0.0015,0.0035,-0.0044,-0.0005,-0.0065,-0.0006,-0.0078
RU1668	EUR	0.96659916211003183	0.01,0.02,0.0,0.0,0.0,0.97,0.0	-0.0102,0.0168,0.0021,-0.0083,-0.0029,0.0062,0.0118,0.0100,-0.0000,-0.0030
RU1670	DOMI	0.87984437184189501	0.01,0.0,0.09,0.88,0.01,0.01,0.0	0.0038,0.0096,0.0052,-0.0038,-0.0144,0.0083,-0.0128,0.0101,0.0083,0.0109
RU1672	EUR	0.99516666666666664	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0099,0.0170,0.0073,-0.0086,0.0240,-0.0103,-0.0220,-0.0033,-0.0040,-0.0053
RU1675	EUR	0.93517583341012878	0.0,0.02,0.0,0.01,0.03,0.94,0.0	-0.0107,0.0196,0.0047,-0.0139,0.0231,0.0043,0.0005,0.0180,0.0027,0.0162
RU1676	EUR	0.96400000000000008	0.0,0.0,0.0,0.04,0.0,0.96,0.0	-0.0103,0.0165,0.0049,-0.0080,0.0105,0.0147,0.0026,0.0121,-0.0085,0.0073
RU1679	AMR	0.76330761305083872	0.01,0.0,0.76,0.21,0.01,0.01,0.0	-0.0040,0.0113,0.0089,0.0035,-0.0049,-0.0144,-0.0129,0.0233,0.0030,-0.0198
RU1681	AMR	0.49860341642854195	0.01,0.0,0.5,0.48,0.0,0.0,0.01	-0.0003,0.0065,0.0105,0.0083,-0.0065,-0.0115,-0.0336,0.0158,-0.0113,-0.0138
RU1684	AFR	0.97737553130475097	0.98,0.0,0.0,0.02,0.0,0.0,0.0	0.0237,0.0007,0.0012,-0.0015,0.0029,0.0081,0.0172,0.0096,-0.0080,0.0135
RU1696	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0174,0.0072,-0.0050,0.0251,0.0130,0.0069,-0.0190,-0.0038,0.0157
RU1697	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0110,0.0158,0.0076,-0.0075,0.0243,-0.0034,0.0029,-0.0194,-0.0005,-0.0095
RU1711	EUR	0.84609145299145316	0.0,0.0,0.13,0.02,0.01,0.85,0.0	-0.0102,0.0189,0.0094,-0.0039,0.0244,0.0021,0.0395,-0.0067,-0.0131,-0.0221
RU1715	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0105,0.0192,0.0076,-0.0090,0.0083,0.0026,0.0005,0.0181,-0.0005,-0.0218
RU1728	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0104,0.0179,0.0051,-0.0066,0.0248,-0.0117,-0.0240,0.0238,-0.0005,-0.0117
RU1733	EUR	0.93393880517412609	0.01,0.01,0.03,0.02,0.0,0.93,0.0	-0.0088,0.0174,0.0074,-0.0090,-0.0047,-0.0128,-0.0232,0.0308,0.0026,0.0195
RU1735	AJ	0.97357575757575754	0.0,0.97,0.0,0.02,0.0,0.01,0.0	-0.0082,0.0152,-0.0023,-0.0109,-0.0338,0.0106,0.0190,0.0120,-0.0025,0.0142
RU1736	DOMI	0.9007319358201713	0.01,0.0,0.08,0.9,0.01,0.0,0.0	0.0040,0.0083,0.0064,-0.0022,-0.0074,0.0018,-0.0121,0.0217,-0.0123,0.0184
RU1741	AFR	0.69589319946390493	0.7,0.0,0.02,0.28,0.0,0.0,0.0	0.0197,0.0048,0.0022,-0.0018,-0.0077,0.0029,0.0185,-0.0011,0.0045,0.0030
RU1752	DOMI	0.83991235032024492	0.0,0.0,0.15,0.84,0.0,0.0,0.0	0.0074,0.0055,0.0085,-0.0008,-0.0014,-0.0038,0.0036,-0.0087,-0.0193,0.0008
RU1754	DOMI	0.84705069368769026	0.01,0.01,0.11,0.85,0.0,0.02,0.0	0.0082,0.0070,0.0083,-0.0022,-0.0034,-0.0086,-0.0132,0.0143,0.0065,-0.0217
RU1756	DOMI	0.89023795975863362	0.02,0.0,0.07,0.89,0.0,0.02,0.0	0.0047,0.0074,0.0072,0.0009,0.0072,0.0021,0.0161,-0.0207,0.0004,-0.0040
RU1770	AMR	0.78619985052338637	0.09,0.0,0.79,0.11,0.0,0.0,0.01	0.0016,-0.0007,0.0167,0.0308,0.0003,-0.0126,-0.0315,0.0224,0.0172,-0.0184
RU1773	DOMI	0.87693974225907345	0.02,0.0,0.1,0.88,0.0,0.0,0.0	0.0079,0.0073,0.0067,0.0037,0.0046,0.0113,0.0170,-0.0038,-0.0086,0.0045
RU1782	EUR	0.81260927365759794	0.01,0.07,0.08,0.03,0.0,0.81,0.0	-0.0093,0.0159,0.0085,-0.0094,0.0246,-0.0223,-0.0381,-0.0032,0.0052,-0.0288
RU1807	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0101,0.0184,0.0087,-0.0077,0.0203,0.0087,-0.0122,0.0094,-0.0195,0.0136
RU1812	DOMI	0.94649867880482164	0.0,0.0,0.05,0.95,0.0,0.0,0.0	0.0088,0.0059,0.0078,-0.0001,-0.0048,-0.0036,-0.0137,0.0149,-0.0019,-0.0260
RU1815	AFR	0.94586085581085588	0.95,0.0,0.0,0.05,0.0,0.0,0.0	0.0249,0.0017,0.0020,-0.0004,0.0045,-0.0029,0.0230,0.0163,0.0096,0.0151
RU1817	EUR	0.95183528726175792	0.0,0.02,0.01,0.02,0.0,0.95,0.0	-0.0092,0.0188,0.0068,-0.0073,0.0173,0.0043,-0.0077,-0.0022,-0.0061,0.0101
RU1818	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0176,0.0064,-0.0102,0.0230,0.0016,-0.0165,0.0371,-0.0096,0.0042
RU1833	EUR	0.76944902319902309	0.04,0.05,0.05,0.08,0.01,0.77,0.0	-0.0091,0.0169,0.0039,-0.0057,-0.0089,0.0039,0.0070,0.0021,-0.0182,0.0255
RU1849	AMR	0.92402818477818471	0.01,0.0,0.92,0.06,0.0,0.0,0.0	-0.0031,0.0006,0.0176,0.0216,-0.0062,-0.0056,0.0001,-0.0036,0.0094,-0.0065
RU1851	DOMI	0.79068471346938352	0.06,0.0,0.13,0.79,0.01,0.01,0.0	0.0090,0.0043,0.0057,0.0049,-0.0048,-0.0105,-0.0158,0.0260,0.0079,0.0176
RU1855	AFR	0.99556149732620314	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0329,-0.0036,0.0006,0.0009,-0.0050,-0.0045,0.0109,0.0075,0.0197,-0.0037
RU1857	DOMI	0.49832455412981252	0.28,0.0,0.21,0.5,0.01,0.01,0.0	0.0158,0.0037,0.0053,0.0041,-0.0021,-0.0163,-0.0347,0.0388,0.0080,-0.0565
RU1862	EUR	0.97220426065162913	0.0,0.0,0.02,0.0,0.0,0.97,0.0	-0.0109,0.0178,0.0102,-0.0098,0.0204,0.0086,0.0073,0.0250,-0.0025,-0.0334
RU1868	AFR	0.99789473684210517	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0286,-0.0017,0.0028,-0.0008,0.0050,-0.0074,-0.0175,0.0216,0.0144,0.0063
RU1874	AFR	0.99025974025974017	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0254,-0.0003,0.0021,-0.0031,-0.0009,-0.0003,-0.0086,-0.0023,0.0169,-0.0179
RU1875	EUR	0.995	0.0,0.0,0.0,0.0,0.01,0.99,0.0	-0.0105,0.0166,0.0089,-0.0070,0.0177,0.0117,0.0343,-0.0025,-0.0094,-0.0327
RU1877	DOMI	0.4517185992666542	0.1,0.0,0.45,0.45,0.0,0.0,0.0	0.0079,0.0060,0.0128,0.0061,-0.0107,-0.0024,-0.0283,0.0112,-0.0189,-0.0084
RU1883	AMR	0.91670975526021958	0.0,0.0,0.92,0.03,0.01,0.01,0.02	-0.0119,-0.0118,0.0352,0.0670,-0.0047,0.0237,0.0261,-0.0119,-0.0015,0.0177
RU1885	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0112,0.0171,0.0074,-0.0057,0.0198,0.0036,-0.0042,-0.0249,0.0029,0.0241
RU1890	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0153,0.0055,-0.0083,0.0254,-0.0154,-0.0032,-0.0078,0.0092,-0.0168
RU1893	EUR	0.89207654883815879	0.01,0.07,0.01,0.02,0.0,0.89,0.0	-0.0093,0.0173,0.0066,-0.0093,0.0237,-0.0083,0.0006,-0.0276,0.0110,-0.0014
RU1894	EUR	0.98625171778112952	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0104,0.0182,0.0025,-0.0066,0.0227,-0.0009,0.0164,-0.0002,-0.0212,-0.0033
RU1896	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0108,0.0161,0.0082,-0.0066,0.0292,0.0119,0.0146,0.0004,-0.0108,-0.0107
RU1899	EUR	0.95396620583717351	0.0,0.03,0.01,0.01,0.0,0.95,0.0	-0.0098,0.0169,0.0035,-0.0073,0.0150,0.0031,-0.0094,0.0253,0.0030,-0.0004
RU1902	EUR	0.91781429681429683	0.0,0.0,0.06,0.02,0.0,0.92,0.0	-0.0103,0.0160,0.0071,-0.0042,0.0178,0.0099,0.0213,0.0343,0.0074,-0.0357
RU1904	EUR	0.98302741702741703	0.0,0.01,0.0,0.01,0.0,0.98,0.0	-0.0103,0.0159,0.0076,-0.0103,0.0174,-0.0095,-0.0369,-0.0133,-0.0009,-0.0089
RU1905	EUR	0.99888888888888883	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0111,0.0175,0.0052,-0.0098,0.0243,-0.0133,0.0008,0.0166,-0.0036,-0.0122
RU1910	EUR	0.99022995522995516	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0110,0.0181,0.0062,-0.0106,0.0227,0.0022,-0.0223,-0.0136,-0.0082,0.0334
RU1916	EUR	0.98045454545454547	0.0,0.0,0.02,0.0,0.0,0.98,0.0	-0.0098,0.0178,0.0091,-0.0047,0.0258,-0.0007,0.0205,0.0062,0.0094,0.0035
RU1918	EUR	0.98999999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0105,0.0189,0.0084,-0.0119,0.0214,-0.0078,0.0022,0.0069,-0.0009,-0.0148
RU1923	EUR	0.99250000000000005	0.0,0.0,0.01,0.0,0.0,0.99,0.0	-0.0100,0.0164,0.0080,-0.0069,0.0187,-0.0008,-0.0021,-0.0170,0.0020,-0.0340
RU1931	DOMI	0.52462635523517864	0.39,0.0,0.06,0.52,0.01,0.02,0.0	0.0150,0.0023,0.0037,0.0022,0.0072,-0.0017,0.0003,0.0193,0.0147,-0.0146
RU1938	DOMI	0.96619225250154028	0.02,0.0,0.02,0.97,0.0,0.0,0.0	0.0041,0.0081,0.0060,-0.0030,0.0033,0.0145,0.0169,0.0070,-0.0140,0.0245
RU1941	AMR	0.61339671009556596	0.03,0.0,0.61,0.35,0.0,0.0,0.0	0.0001,0.0078,0.0123,0.0048,-0.0099,0.0038,-0.0048,-0.0179,0.0005,0.0094
RU1946	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0299,-0.0026,0.0001,-0.0001,-0.0008,-0.0080,-0.0135,0.0137,0.0055,0.0109
RU1951	EUR	0.99830687830687825	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0159,0.0077,-0.0092,0.0197,-0.0066,-0.0210,0.0053,0.0103,0.0193
RU1957	EUR	0.98873626373626367	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0097,0.0181,0.0045,-0.0111,0.0124,0.0105,0.0060,0.0214,-0.0082,0.0076
RU1962	EUR	0.94546325624266803	0.01,0.03,0.0,0.02,0.0,0.95,0.0	-0.0101,0.0173,0.0021,-0.0053,0.0143,0.0053,-0.0095,0.0100,-0.0036,0.0145
RU1965	EUR	0.99888888888888883	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0108,0.0187,0.0053,-0.0092,0.0330,0.0065,-0.0050,-0.0141,-0.0087,-0.0217
RU1975	EUR	0.99888888888888883	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0106,0.0170,0.0054,-0.0105,0.0131,0.0097,0.0099,0.0155,-0.0039,-0.0356
RU1989	AFR	0.97428571428571431	0.97,0.0,0.0,0.03,0.0,0.0,0.0	0.0252,-0.0001,0.0019,-0.0002,0.0102,-0.0131,-0.0152,-0.0031,-0.0041,0.0180
RU2006	DOMI	0.94909935787180377	0.0,0.0,0.05,0.95,0.0,0.0,0.0	0.0036,0.0085,0.0063,-0.0015,0.0010,-0.0019,0.0017,0.0179,-0.0078,-0.0048
RU2010	EUR	0.98436075036075021	0.0,0.0,0.01,0.01,0.0,0.98,0.0	-0.0102,0.0168,0.0061,-0.0076,0.0285,-0.0063,-0.0294,0.0162,-0.0056,0.0051
RU2019	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0102,0.0182,0.0049,-0.0061,0.0222,-0.0123,0.0029,-0.0460,-0.0006,0.0107
RU2033	EUR	0.99942857142857155	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0109,0.0176,0.0073,-0.0087,0.0150,-0.0107,-0.0227,0.0164,0.0134,-0.0143
RU2036	EUR	0.99794736842105269	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0105,0.0179,0.0083,-0.0117,0.0099,0.0002,0.0146,-0.0024,-0.0068,-0.0064
RU2043	EUR	0.97874278887182098	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0100,0.0165,0.0041,-0.0112,0.0307,-0.0083,-0.0057,0.0051,0.0036,0.0121
RU2046	DOMI	0.60049937391580721	0.01,0.0,0.38,0.6,0.01,0.0,0.0	-0.0009,0.0088,0.0094,0.0046,-0.0136,-0.0013,-0.0037,0.0285,-0.0148,-0.0078
RU2069	AFR	0.99789473684210517	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0328,-0.0036,0.0022,-0.0012,-0.0009,-0.0008,0.0065,-0.0090,0.0263,0.0090
RU2075	EUR	0.98999999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0100,0.0164,0.0048,-0.0093,0.0217,0.0023,0.0011,0.0007,-0.0091,0.0152
RU2085	EUR	0.92934644303065372	0.0,0.07,0.0,0.0,0.0,0.93,0.0	-0.0093,0.0188,0.0032,-0.0111,-0.0018,-0.0034,0.0166,0.0181,-0.0019,-0.0090
RU2102	AFR	0.98003751803751793	0.98,0.0,0.0,0.02,0.0,0.0,0.0	0.0280,-0.0022,0.0021,0.0013,0.0023,-0.0072,-0.0021,-0.0093,-0.0029,0.0166
RU2109	DOMI	0.89625442716897841	0.04,0.0,0.03,0.9,0.01,0.02,0.0	0.0024,0.0089,0.0037,-0.0025,0.0080,0.0100,0.0157,0.0110,-0.0174,0.0233
RU2117	EUR	0.94400000000000006	0.0,0.02,0.02,0.02,0.0,0.94,0.0	-0.0109,0.0158,0.0056,-0.0063,0.0109,-0.0052,-0.0071,0.0141,-0.0081,0.0095
RU2118	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0111,0.0167,0.0079,-0.0069,0.0253,-0.0014,0.0141,-0.0125,0.0043,-0.0097
RU2119	EUR	0.99942857142857155	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0109,0.0170,0.0057,-0.0074,0.0176,0.0152,0.0060,0.0299,0.0160,-0.0030
RU2126	EUR	0.98999999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0099,0.0168,0.0086,-0.0085,0.0273,-0.0016,-0.0083,0.0189,0.0105,0.0297
RU2129	EUR	0.91795399698340885	0.01,0.06,0.0,0.0,0.0,0.92,0.0	-0.0094,0.0175,0.0010,-0.0084,-0.0011,0.0027,0.0125,0.0250,-0.0040,-0.0185
RU2140	DOMI	0.59104080082003607	0.04,0.0,0.36,0.59,0.0,0.01,0.0	0.0113,0.0023,0.0084,0.0095,-0.0078,-0.0007,-0.0028,-0.0134,0.0083,-0.0023
RU2144	AFR	0.98835303030303023	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0242,0.0013,-0.0010,0.0002,0.0030,-0.0009,-0.0003,-0.0066,0.0071,0.0279
RU2148	AFR	0.91919454007375978	0.92,0.0,0.01,0.07,0.0,0.0,0.0	0.0221,0.0022,0.0013,-0.0043,0.0058,0.0180,0.0026,0.0041,0.0061,0.0315
RU2149	DOMI	0.51899331066063803	0.27,0.0,0.2,0.52,0.01,0.01,0.0	0.0158,0.0037,0.0053,0.0037,-0.0020,-0.0159,-0.0348,0.0383,0.0084,-0.0558
RU2172	AFR	0.98192445887445889	0.98,0.0,0.0,0.01,0.0,0.0,0.0	0.0243,0.0013,0.0005,-0.0001,0.0000,-0.0097,0.0089,-0.0129,0.0176,-0.0033
RU2176	EUR	0.99199999999999999	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0103,0.0188,0.0052,-0.0068,0.0212,-0.0042,-0.0049,-0.0351,-0.0093,-0.0090
RU2188	AJ	1.0	0.0,1.0,0.0,0.0,0.0,0.0,0.0	-0.0095,0.0160,0.0031,-0.0142,-0.0441,0.0015,0.0020,-0.0381,-0.0026,0.0153
RU2196	EUR	0.95818181818181813	0.02,0.0,0.02,0.0,0.0,0.96,0.0	-0.0102,0.0157,0.0047,-0.0043,0.0182,-0.0091,0.0067,-0.0150,0.0109,-0.0119
RU2213	EUR	0.98344849050731409	0.0,0.01,0.0,0.0,0.0,0.98,0.0	-0.0108,0.0167,0.0069,-0.0114,0.0243,0.0030,-0.0104,-0.0322,0.0006,-0.0202
RU2217	EUR	0.97864021164021153	0.0,0.02,0.0,0.0,0.0,0.98,0.0	-0.0103,0.0164,0.0029,-0.0066,0.0284,0.0088,0.0091,0.0146,-0.0117,0.0234
RU2225	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0103,0.0179,0.0057,-0.0089,0.0207,-0.0028,-0.0086,0.0007,0.0020,-0.0135
RU2232	EUR	0.98566666666666658	0.0,0.01,0.0,0.0,0.0,0.99,0.0	-0.0106,0.0180,0.0070,-0.0089,0.0047,0.0121,-0.0076,-0.0094,-0.0041,-0.0156
RU2242	EUR	0.9975925925925927	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0107,0.0164,0.0035,-0.0075,0.0164,-0.0119,-0.0066,-0.0080,-0.0105,0.0125
RU2246	EUR	1.0	0.0,0.0,0.0,0.0,0.0,1.0,0.0	-0.0104,0.0175,0.0068,-0.0052,0.0180,0.0036,-0.0023,-0.0269,0.0104,-0.0140
RU2260	DOMI	0.79936566818499921	0.08,0.0,0.11,0.8,0.0,0.0,0.0	0.0055,0.0076,0.0066,0.0033,0.0059,0.0081,0.0110,-0.0000,-0.0266,0.0071
RU2265	AFR	0.58190948776948426	0.58,0.0,0.1,0.31,0.0,0.0,0.01	0.0230,0.0002,0.0020,0.0059,-0.0073,-0.0079,-0.0159,-0.0028,0.0103,0.0027
RU2266	AFR	1.0	1.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0284,-0.0013,-0.0014,-0.0014,0.0008,0.0006,-0.0135,-0.0043,0.0109,-0.0129
RU2267	AMR	0.68039869356002103	0.0,0.0,0.68,0.26,0.0,0.06,0.0	-0.0031,0.0126,0.0106,0.0020,-0.0024,0.0112,-0.0025,0.0105,0.0187,-0.0230
RU2269	AMR	0.62073738322547134	0.0,0.0,0.62,0.26,0.0,0.12,0.0	-0.0036,0.0121,0.0091,0.0002,0.0067,0.0075,-0.0060,-0.0196,-0.0011,0.0054
RU2271	DOMI	0.91388954449502136	0.03,0.0,0.03,0.91,0.01,0.01,0.0	0.0110,0.0064,0.0039,0.0018,-0.0045,0.0010,-0.0083,0.0062,0.0270,-0.0124
RU2273	DOMI	0.92981923205220429	0.01,0.0,0.05,0.93,0.0,0.01,0.0	0.0114,0.0061,0.0064,-0.0010,0.0094,0.0024,0.0051,-0.0042,0.0014,0.0040
RU2276	EUR	0.95095454486608488	0.01,0.04,0.0,0.0,0.0,0.95,0.0	-0.0106,0.0165,0.0055,-0.0116,-0.0091,-0.0013,0.0061,-0.0355,0.0088,-0.0064
RU2278	AJ	0.72080341880341892	0.0,0.72,0.02,0.02,0.0,0.24,0.0	-0.0082,0.0150,0.0037,-0.0123,-0.0238,-0.0181,-0.0145,-0.0113,0.0031,0.0036
RU2282	AFR	0.99199999999999999	0.99,0.0,0.0,0.01,0.0,0.0,0.0	0.0251,-0.0005,0.0017,-0.0006,-0.0005,0.0138,-0.0116,0.0063,-0.0072,0.0088
RU2283	AMR	0.71195235178814398	0.07,0.0,0.71,0.21,0.0,0.0,0.01	-0.0098,0.0008,0.0242,0.0330,-0.0126,0.0037,0.0183,-0.0067,-0.0067,0.0370
RU2284	DOMI	0.91359945098155548	0.0,0.0,0.07,0.91,0.0,0.01,0.0	0.0001,0.0096,0.0055,0.0015,0.0079,0.0128,0.0218,-0.0009,-0.0111,0.0064
RU2285	AMR	0.92497414622414642	0.0,0.0,0.92,0.06,0.0,0.0,0.01	-0.0075,0.0044,0.0188,0.0246,-0.0028,0.0036,0.0129,-0.0185,0.0222,-0.0283
RU2286	DOMI	0.95207056608780749	0.0,0.0,0.04,0.95,0.0,0.0,0.0	0.0062,0.0070,0.0056,0.0011,-0.0021,-0.0015,0.0242,0.0032,-0.0020,0.0018
RU2290	DOMI	0.82344281648034201	0.03,0.0,0.13,0.82,0.01,0.01,0.0	0.0084,0.0060,0.0037,0.0050,0.0001,0.0119,0.0133,-0.0024,0.0022,0.0167
RU2291	DOMI	0.88119278346737784	0.02,0.0,0.1,0.88,0.0,0.0,0.0	0.0105,0.0058,0.0051,0.0029,-0.0028,-0.0026,-0.0031,-0.0051,0.0002,0.0227
RU2292	AJ	0.85572196620583729	0.02,0.86,0.04,0.07,0.0,0.01,0.0	-0.0035,0.0117,0.0036,-0.0046,-0.0314,0.0126,-0.0088,-0.0074,0.0054,0.0273
RU2293	EUR	0.8884899159663866	0.01,0.01,0.03,0.07,0.0,0.89,0.0	-0.0104,0.0168,0.0048,-0.0056,0.0035,-0.0168,-0.0115,-0.0031,0.0197,-0.0303
RU2294	AFR	0.71019863977522779	0.71,0.0,0.03,0.26,0.0,0.0,0.0	0.0158,0.0021,0.0028,-0.0014,0.0018,0.0100,0.0079,-0.0042,-0.0109,0.0237
